key,summary,category,full_name,alert_warn_detail,alert_error_detail,acceptable,targeted,alert_warn_detail_cs,alert_error_detail_cs,acceptable_cs,targeted_cs,evaluate_type,format_type,is_species_specific,include_cumulative,alert_warn_name,alert_error_name,help_description
ANTIBODY_multi_transcriptome_total_raw_reads_per_filtered_bc,TRUE,Sensitivity,Mean Reads per Cell,,,,,,,,,,int,FALSE,,,,The total number of sequenced reads divided by the number of barcodes associated with cell-containing partitions.
# CRISPR sequencing,,,,,,,,,,,,,,,,,,
CRISPR_total_read_pairs,TRUE,Sequencing,Number of Reads,,,,,,,,,,int,FALSE,,,,Total number of CRISPR library reads.
CRISPR_unprocessed_read_pairs,TRUE,Sequencing,Number of Short Reads Skipped,,,,,,,,,,int,FALSE,,,,Total number of CRISPR library read pairs that were ignored by the pipeline because they do not satisfy the minimum length requirements (for example read1 less that 26 bases in 3' v2 or 3' v3 or 5').
CRISPR_reads_per_cell,TRUE,Sequencing,Mean Reads per Cell,,,,,,,,,,int,FALSE,,,,The total number of sequenced CRISPR library reads divided by the number of barcodes associated with cell-containing partitions.
CRISPR_good_bc_frac,TRUE,Sequencing,Valid Barcodes,,,,,,,,,,percentage,FALSE,,,,Fraction of CRISPR library reads with a barcode found in or corrected to one that is found in the whitelist.
CRISPR_good_umi_frac,TRUE,Sequencing,Valid UMIs,,,,,,,,,,percentage,FALSE,,,,Fraction of CRISPR library reads with valid UMIs.
CRISPR_multi_cdna_pcr_dupe_reads_frac,TRUE,Sequencing,Sequencing Saturation,,,,,,,,,,percentage,FALSE,,,,"The fraction of CRISPR library reads originating from an already-observed UMI. This is a function of library complexity and sequencing depth. More specifically, this is the fraction of confidently mapped, valid cell-barcode, valid UMI reads that had a non-unique (cell-barcode, UMI, CRISPR feature barcode)."
CRISPR_bc_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Barcode,,,,,,,,,,percentage,FALSE,,,,"Fraction of CRISPR library cell barcode bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
CRISPR_read_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in CRISPR Read,,,,,,,,,,percentage,FALSE,,,,"Fraction of CRISPR library read bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator. This is Read 2 for the Single Cell 3' v3 and Single Cell 5' chemistries."
CRISPR_read2_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in CRISPR Read 2,,,,,,,,,,percentage,FALSE,,,,"Fraction of CRISPR library read 2 bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
CRISPR_umi_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in UMI,,,,,,,,,,percentage,FALSE,,,,"Fraction of CRISPR library UMI bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
# ANTIBODY sequencing,,,,,,,,,,,,,,,,,,
ANTIBODY_total_read_pairs,TRUE,Sequencing,Number of Reads,,,,,,,,,,int,FALSE,,,,Total number of Antibody library reads.
ANTIBODY_unprocessed_read_pairs,TRUE,Sequencing,Number of Short Reads Skipped,,,,,,,,,,int,FALSE,,,,Total number of Antibody library reads that were ignored by the pipeline because they do not satisfy the minimum length requirements (for example read1 less that 26 bases in 3' v2 or 3' v3 or 5').
ANTIBODY_reads_per_cell,TRUE,Sequencing,Mean Reads per Cell,,,,,,,,,,int,FALSE,,,,The total number of sequenced Antibody library reads divided by the number of barcodes associated with cell-containing partitions.
ANTIBODY_good_bc_frac,TRUE,Sequencing,Valid Barcodes,,,,,,,,,,percentage,FALSE,,,,Fraction of Antibody library reads with a barcode found in or corrected to one that is found in the whitelist.
ANTIBODY_good_umi_frac,TRUE,Sequencing,Valid UMIs,,,,,,,,,,percentage,FALSE,,,,Fraction of Antibody library reads with valid UMIs.
ANTIBODY_multi_cdna_pcr_dupe_reads_frac,TRUE,Sequencing,Sequencing Saturation,,,,,,,,,,percentage,FALSE,,,,"The fraction of Antibody library reads originating from an already-observed UMI. This is a function of library complexity and sequencing depth. More specifically, this is the fraction of confidently mapped, valid cell-barcode, valid UMI reads that had a non-unique (cell-barcode, UMI, Antibody feature barcode)."
ANTIBODY_bc_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Barcode,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antibody library cell barcode bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
ANTIBODY_read_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Antibody Read,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antibody library read bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator. This is Read 2 for the Single Cell 3' v3 and Single Cell 5' chemistries."
ANTIBODY_read2_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Antibody Read 2,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antibody library read 2 bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
ANTIBODY_umi_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in UMI,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antibody library UMI bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
# ANTIGEN sequencing,,,,,,,,,,,,,,,,,,
ANTIGEN_total_read_pairs,TRUE,Sequencing,Number of Reads,,,,,,,,,,int,FALSE,,,,Total number of Antigen library reads.
ANTIGEN_unprocessed_read_pairs,TRUE,Sequencing,Number of Short Reads Skipped,,,,,,,,,,int,FALSE,,,,Total number of Antigen library reads that were ignored by the pipeline because they do not satisfy the minimum length requirements (for example read1 less that 26 bases in 3' v2 or 3' v3 or 5').
ANTIGEN_reads_per_cell,TRUE,Sequencing,Mean Reads per Cell,,,,,,,,,,int,FALSE,,,,The total number of sequenced Antigen library reads divided by the number of barcodes associated with cell-containing partitions.
ANTIGEN_good_bc_frac,TRUE,Sequencing,Valid Barcodes,,,,,,,,,,percentage,FALSE,,,,Fraction of Antigen library reads with a barcode found in or corrected to one that is found in the whitelist.
ANTIGEN_good_umi_frac,TRUE,Sequencing,Valid UMIs,,,,,,,,,,percentage,FALSE,,,,Fraction of Antigen library reads with valid UMIs.
ANTIGEN_multi_cdna_pcr_dupe_reads_frac,TRUE,Sequencing,Sequencing Saturation,,,,,,,,,,percentage,FALSE,,,,"The fraction of Antigen library reads originating from an already-observed UMI. This is a function of library complexity and sequencing depth. More specifically, this is the fraction of confidently mapped, valid cell-barcode, valid UMI reads that had a non-unique (cell-barcode, UMI, Antigen feature barcode)."
ANTIGEN_bc_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Barcode,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antigen library cell barcode bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
ANTIGEN_read_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Antigen Read,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antigen library read bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator. This is Read 2 for the Single Cell 3' v3 and Single Cell 5' chemistries."
ANTIGEN_read2_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Antigen Read 2,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antigen library read 2 bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
ANTIGEN_umi_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in UMI,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antigen library UMI bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
# Custom sequencing,,,,,,,,,,,,,,,,,,
Custom_total_read_pairs,TRUE,Sequencing,Number of Reads,,,,,,,,,,int,FALSE,,,,Total number of Custom library reads.
Custom_unprocessed_read_pairs,TRUE,Sequencing,Number of Short Reads Skipped,,,,,,,,,,int,FALSE,,,,Total number of Custom library reads that were ignored by the pipeline because they do not satisfy the minimum length requirements (for example read1 less that 26 bases in 3' v2 or 3' v3 or 5').
Custom_reads_per_cell,TRUE,Sequencing,Mean Reads per Cell,,,,,,,,,,int,FALSE,,,,The total number of sequenced Custom library reads divided by the number of barcodes associated with cell-containing partitions.
Custom_good_bc_frac,TRUE,Sequencing,Valid Barcodes,,,,,,,,,,percentage,FALSE,,,,Fraction of Custom library reads with a barcode found in or corrected to one that is found in the whitelist.
Custom_good_umi_frac,TRUE,Sequencing,Valid UMIs,,,,,,,,,,percentage,FALSE,,,,Fraction of Custom library reads with valid UMIs.
Custom_multi_cdna_pcr_dupe_reads_frac,TRUE,Sequencing,Sequencing Saturation,,,,,,,,,,percentage,FALSE,,,,"The fraction of Custom library reads originating from an already-observed UMI. This is a function of library complexity and sequencing depth. More specifically, this is the fraction of confidently mapped, valid cell-barcode, valid UMI reads that had a non-unique (cell-barcode, UMI, Custom feature barcode)."
Custom_bc_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Barcode,,,,,,,,,,percentage,FALSE,,,,"Fraction of Custom library cell barcode bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
Custom_read_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Feature Read,,,,,,,,,,percentage,FALSE,,,,"Fraction of Custom library read bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator. This is Read 2 for the Single Cell 3' v3 and Single Cell 5' chemistries."
Custom_read2_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Feature Read 2,,,,,,,,,,percentage,FALSE,,,,"Fraction of Custom library read 2 bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
Custom_umi_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in UMI,,,,,,,,,,percentage,FALSE,,,,"Fraction of Custom library UMI bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
# Mapping,,,,,,,,,,,,,,,,,,
genome_mapped_reads_frac,TRUE,Mapping,Reads Mapped to Genome,,,,,,,,,,percentage,TRUE,TRUE,,,Fraction of reads that mapped to the genome.
genome_conf_mapped_reads_frac,TRUE,Mapping,Reads Mapped Confidently to Genome,,,,,,,,,,percentage,TRUE,TRUE,,,"Fraction of reads that mapped uniquely to the genome. If a gene mapped to exonic loci from a single gene and also to non-exonic loci, it is considered uniquely mapped to one of the exonic loci."
intergenic_conf_mapped_reads_frac,TRUE,Mapping,Reads Mapped Confidently to Intergenic Regions,,,,,,,,,,percentage,TRUE,TRUE,,,Fraction of reads that mapped uniquely to an intergenic region of the genome.
intronic_conf_mapped_reads_frac,TRUE,Mapping,Reads Mapped Confidently to Intronic Regions,,,,,,,,,,percentage,TRUE,TRUE,,,Fraction of reads that mapped uniquely to an intronic region of the genome.
exonic_conf_mapped_reads_frac,TRUE,Mapping,Reads Mapped Confidently to Exonic Regions,,,,,,,,,,percentage,TRUE,TRUE,,,Fraction of reads that mapped uniquely to an exonic region of the genome.
transcriptome_conf_mapped_reads_frac,TRUE,Mapping,Reads Mapped Confidently to Transcriptome,"Ideal > 30%. This can indicate use of the wrong reference transcriptome, a reference transcriptome with overlapping genes, poor library quality, poor sequencing quality, or reads shorter than the recommended minimum. Application performance may be affected.",alert_warn_detail,0.2,0.3,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,TRUE,TRUE,Low Fraction Reads Confidently Mapped To Transcriptome,alert_warn_name,Fraction of reads that mapped to a unique gene in the transcriptome. The read must be consistent with annotated splice junctions when include-introns=false. These reads are considered for UMI counting.
multi_transcriptome_half_mapped_reads_frac,TRUE,Mapping,Reads Half-Mapped to Probe Set,"Ideal < 20%. This can indicate low RNA content in the sample, poor washing after probe hybridization, deviation from recommended protocol during probe hybridization, or suboptimal sample preparation.",alert_warn_detail,,0.2,alert_warn_detail,alert_warn_detail,acceptable,targeted,lt,percentage,,,High Fraction Reads Half-Mapped to Probe Set,alert_warn_name,Fraction of reads that mapped to unpaired ligation products.
multi_transcriptome_split_mapped_reads_frac,TRUE,Mapping,Reads Split-Mapped to Probe Set,"Ideal < 20%. This can indicate low RNA content in the sample, poor washing after probe hybridization, deviation from recommended protocol during probe hybridization, or suboptimal sample preparation.",alert_warn_detail,,0.2,alert_warn_detail,alert_warn_detail,acceptable,targeted,lt,percentage,,,High Fraction Reads Split-Mapped to Probe Set,alert_warn_name,Fraction of reads that mapped to mispaired ligation products.
# Targeted Application,,,,,,,,,,,,,,,,,,
multi_cdna_pcr_dupe_reads_frac_on_target,TRUE,Sequencing,Targeted Sequencing Saturation,,,,,,,,,,percentage,FALSE,,,,"The fraction of targeted reads originating from an already-observed targeted UMI. This is a function of library complexity and sequencing depth. More specifically, this is the fraction of confidently mapped, valid cell-barcode, valid targeted UMI reads that had a non-unique (cell-barcode, UMI, gene). This metric was called 'cDNA PCR Duplication' in versions of Cell Ranger prior to 1.2."
total_targeted_reads_per_filtered_bc,TRUE,Sensitivity,Mean Targeted Reads per Cell,,,,,,,,,,int,,,,,The total number of targeted reads divided by the number of barcodes associated with cell-containing partitions.
median_genes_per_cell_on_target,TRUE,Sensitivity,Median Targeted Genes per Cell,,,,,,,,,,int,FALSE,,,,The median number of targeted genes detected per cell-associated barcode. Detection is defined as the presence of at least 1 UMI count.
num_genes_detected_on_target,TRUE,Targeting,Total Targeted Genes Detected,,,,,,,,,,int,,,,,The number of targeted genes with at least one UMI count in any cell.
median_umis_per_cell_on_target,TRUE,Cell Calling,Median Targeted UMI Counts per Cell,,,,,,,,,,int,FALSE,,,,The median number of targeted UMI counts per cell-associated barcode.
multi_frac_conf_transcriptomic_reads_on_target,TRUE,Mapping,Reads Mapped Confidently to the Transcriptome,,,,,,,,,,percentage,,,,,Fraction of reads that mapped to a unique targeted gene in the transcriptome. The read must be consistent with annotated splice junctions. These reads are considered for UMI counting.
multi_frac_conf_transcriptomic_reads_off_target,TRUE,Mapping,Reads Mapped Confidently to the Transcriptome,,,,,,,,,,percentage,,,,,Fraction of reads that mapped to a unique gene in the transcriptome. The read must be consistent with annotated splice junctions. These reads are considered for UMI counting. This fraction is computed separately for targeted and non-targeted gene categories.
filtered_target_umi_reads_frac,TRUE,Targeting,Fraction of Reads Removed by UMI Filtering,,,,,,,,,,float,,,,,Fraction of all reads confidently mapped to the targeted transcriptome and subsequently removed by targeted UMI filtering.
filtered_target_umi_count_threshold,TRUE,Targeting,Reads per UMI threshold for UMI filtering,,,,,,,,,,int,,,,,Minimum number of reads per UMI required to pass UMI filtering. UMIs in targeted genes with read support (strictly) lower than this threshold are filtered out. UMI filtering is not applied to non-targeted genes.
num_genes_on_target,TRUE,Targeting,Number of Genes,,,,,,,,,,int,,,,,Number of genes per category. The number of targeted genes is specified via the target panel file. The number of non-targeted genes is the difference between the total number of genes in the reference and the number of targeted genes.
num_genes_off_target,TRUE,Targeting,Number of Genes,,,,,,,,,,int,,,,,Number of genes per category. The number of targeted genes is specified via the target panel file. The number of non-targeted genes is the difference between the total number of genes in the reference and the number of targeted genes.
num_genes_quantifiable_on_target,TRUE,Targeting,Number of Genes >= 10 UMIs,,,,,,,,,,int,,,,,Number of genes with at least 10 filtered UMIs from cell-associated barcodes. These genes are used to calculate per-gene enrichments.
num_genes_quantifiable_off_target,TRUE,Targeting,Number of Genes >= 10 UMIs,,,,,,,,,,int,,,,,Number of genes with at least 10 filtered UMIs from cell-associated barcodes. These genes are used to calculate per-gene enrichments.
num_rpu_enriched_genes_on_target,TRUE,Targeting,Number of Enriched Genes,,,,,,,,,,int,,,,,"Number of enriched genes per category. Genes are classified with a two-class Gaussian mixture model into two groups based on the mean reads per UMI value for each gene. Enriched genes have higher mean reads per UMI values, indicating their over-representation in the targeted library."
num_rpu_enriched_genes_off_target,TRUE,Targeting,Number of Enriched Genes,,,,,,,,,,int,,,,,"Number of enriched genes per category. Genes are classified with a two-class Gaussian mixture model into two groups based on the mean reads per UMI value for each gene. Enriched genes have higher mean reads per UMI values, indicating their over-representation in the targeted library."
mean_reads_per_umi_per_gene_cells_on_target,TRUE,Targeting,Mean Reads per UMI per Gene,,,,,,,,,,float,,,,,"Mean number of reads per UMI for each gene, averaged across genes. Only genes with >= 10 filtered UMIs from cell-associated barcodes are considered."
mean_reads_per_umi_per_gene_cells_off_target,TRUE,Targeting,Mean Reads per UMI per Gene,,,,,,,,,,float,,,,,"Mean number of reads per UMI for each gene, averaged across genes. Only genes with >= 10 filtered UMIs from cell-associated barcodes are considered."
frac_on_target_genes_enriched,TRUE,Targeting,Fraction of Targeted Genes Enriched,"Ideal > 70%. This can indicate use of the wrong target panel or inefficient targeting. Targeted performance may be affected.",alert_warn_detail,0.5,0.7,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,FALSE,FALSE,Low Fraction of Targeted Genes Enriched,alert_warn_name,Fraction of Targeted Genes with >= 10 cell-associated UMIs that are enriched.
frac_off_target_genes_enriched,TRUE,Targeting,High Fraction of Non-Targeted Genes Enriched,"This can indicate use of the wrong target panel or inefficient targeting. Targeted performance may be affected.",alert_warn_detail,0.5,0.3,alert_warn_detail,alert_warn_detail,acceptable,targeted,lt,percentage,FALSE,FALSE,High Fraction of Enriched Genes are Non-Targeted,alert_warn_name,High Fraction of Non-Targeted Genes Enriched.
antisense_reads_frac,TRUE,Mapping,Reads Mapped Antisense to Gene,"Ideal < 10% for single cell samples. High antisense mapping rate can indicate use of an incorrect chemistry type, an issue with the reference transcriptome, or elevated levels of antisense reads. Application performance is likely to be affected.",alert_warn_detail,0.3,0.1,alert_warn_detail,alert_warn_detail,acceptable,targeted,lt,percentage,TRUE,TRUE,High Fraction of Reads Mapped Antisense to Genes,alert_warn_name,"Fraction of reads confidently mapped to the transcriptome, but on the opposite strand of their annotated gene. A read is counted as antisense if it has any alignments that are consistent with an exon of a transcript but antisense to it, and has no sense alignments."
filtered_bcs,TRUE,Cell Calling,Estimated Number of Cells,"Ideal > 100. This usually indicates poor cell handling, poor library quality, or poor sequencing quality. Application performance is likely to be affected.",alert_warn_detail,0,100,"Estimated number of cells is expected to be > 100.  This usually indicates poor cell handling, poor library quality, or poor sequencing quality. Application performance is likely to be affected.",alert_warn_detail_cs,acceptable,targeted,gt,int,TRUE,,Low Number of Cells Detected,alert_warn_name,The number of barcodes associated with at least one cell.
filtered_bcs_conf_mapped_barcoded_reads_cum_frac,TRUE,Cell Calling,Fraction Reads in Cells,"Ideal > 70%. Application performance may be affected. Many of the reads were not assigned to cell-associated barcodes. This could be caused by high levels of ambient RNA or by a significant population of cells with a low RNA content, which the algorithm did not call as cells. The latter case can be addressed by inspecting the data to determine the appropriate cell count and using --force-cells.",alert_warn_detail,0.5,0.7,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,TRUE,TRUE,Low Fraction Reads in Cells,alert_warn_name,"The fraction of valid-barcode, confidently-mapped reads with cell-associated barcodes."
filtered_bcs_total_unique_genes_detected,TRUE,Cell Calling,Total Genes Detected,,,,,,,,,,int,TRUE,,,,The number of genes with at least one UMI count in any cell.
filtered_bcs_median_counts,TRUE,Cell Calling,Median UMI Counts per Cell,,,,,,,,,,int,TRUE,,,,The median number of UMI counts per %s cell-associated barcode.
filtered_bcs_observed_all,TRUE,Cell Calling,GEMs with >0 Cell,,,,,,,,,,int,FALSE,,,,The number of barcodes associated with at least one cell.
filtered_bcs_inferred_multiplets,TRUE,Cell Calling,GEMs with >1 Cell,,,,,,,,,,int,FALSE,,,,The inferred number of barcodes that are associated with multiple cells.
filtered_bcs_inferred_multiplet_rate,TRUE,Cell Calling,Fraction GEMs with >1 Cell,,,,,,,,,,percentage,FALSE,,,,"The mean fraction of cell-associated barcodes estimated to be associated with more than one cell, calculated via bootstrap sampling and adjusting for the ratio of the two cell types."
# CRISPR Application,,,,,,,,,,,,,,,,,,
CRISPR_feature_bc_extracted_frac,TRUE,Feature Barcoding,Fraction Reads with Putative Protospacer Sequence,,,,,,,,,,percentage,,,,,Fraction of feature barcoding library reads from which a putative protospacer sequence could be extracted.
CRISPR_recognized_feature_bc_frac,TRUE,Feature Barcoding,Fraction Guide Reads,,,,,,,,,,percentage,,,,,Fraction of CRISPR library reads with a recognized protospacer sequence.
CRISPR_frac_feature_reads_usable,TRUE,Feature Barcoding,Fraction Guide Reads Usable,,,,,,,,,,percentage,,,,,"Fraction of CRISPR library reads with a recognized protospacer sequence, a valid UMI, and a cell-associated barcode."
CRISPR_feature_reads_usable_per_cell,TRUE,Feature Barcoding,Guide Reads Usable per Cell,,,,,,,,,,int,,,,,Number of CRISPR library guide reads usable divided by the number of cell-associated barcodes.
CRISPR_unrecognized_feature_bc_frac,TRUE,Feature Barcoding,Fraction Protospacer Not Recognized,,,,,,,,,,percentage,,,,,"Among all CRISPR library reads with a putative protospacer sequence, the fraction with a protospacer sequence that was not recognized."
CRISPR_feature_reads_in_cells,TRUE,Feature Barcoding,Guide Reads in Cells,,,,,,,,,,percentage,,,,,"Among CRISPR library reads with a recognized protospacer sequence, a valid UMI, and a valid barcode, the fraction associated with cell-containing partitions."
CRISPR_frac_cells_with_protospacer,TRUE,Feature Barcoding,Cells with 1 or more protospacers detected,,,,,,,,,,percentage,,,,,Cells with 1 or more protospacers detected.
CRISPR_frac_cells_with_multiple_protospacer,TRUE,Feature Barcoding,Cells with 2 or more protospacers detected,,,,,,,,,,percentage,,,,,Cells with 2 or more protospacers detected.
CRISPR_multi_filtered_bcs_median_counts,TRUE,Feature Barcoding,Median UMIs per Cell,,,,,,,,,,int,,,,,Median UMIs per Cell (summed over all recognized protospacers).
# ANTIBODY Application,,,,,,,,,,,,,,,,,,
