key,summary,category,full_name,alert_warn_detail,alert_error_detail,acceptable,targeted,alert_warn_detail_cs,alert_error_detail_cs,acceptable_cs,targeted_cs,evaluate_type,format_type,is_species_specific,include_cumulative,alert_warn_name,alert_error_name,help_description
good_bc_frac,TRUE,Sequencing,Valid Barcodes,Ideal > 75%. This may indicate a quality issue with the Illumina R1 read for the Visium Chemistry. Application performance may be affected.,alert_warn_detail,0.5,0.75,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,FALSE,FALSE,Low Fraction Valid Barcodes,alert_warn_name,Fraction of reads with barcodes that match the whitelist after barcode correction.
good_umi_frac,TRUE,Sequencing,Valid UMIs,Ideal > 75%. This may indicate a quality issue with the Illumina R1 read for the Visium Chemistry. Application performance may be affected.,alert_warn_detail,0.5,0.75,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,FALSE,FALSE,Low Fraction Valid Gene Expression UMIs,alert_warn_name,Fraction of reads with valid UMIs; i.e. UMI sequences that do not contain Ns and that are not homopolymers.
multi_cdna_pcr_dupe_reads_frac,TRUE,Sequencing,Sequencing Saturation,,,,,,,,,,percentage,FALSE,FALSE,,,"The fraction of reads originating from an already-observed UMI. This is a function of library complexity and sequencing depth. More specifically, this is the fraction of confidently mapped, valid spot-barcode, valid UMI reads that had a non-unique spot-barcode/UMI/gene combination."
bc_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Barcode,Fraction of spot barcode bases with Q-score >= 30 should be above 55%. A lower fraction might indicate poor sequencing quality.,alert_warn_detail,0.45,0.55,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,FALSE,FALSE,Fraction of spot barcode bases with Q-score >= 30 is low,alert_warn_name,"Fraction of spot barcode bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
read_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in RNA Read,Fraction of RNA read bases with Q-score >= 30 should be above 65%. A lower fraction might indicate poor sequencing quality.,alert_warn_detail,0.55,0.65,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,FALSE,FALSE,Fraction of RNA read bases with Q-score >= 30 is low,alert_warn_name,"Fraction of RNA read bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator. This is Read 2 for the Visium v1 chemistry."
umi_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in UMI,Fraction of UMI bases with Q-score >= 30 should be above 75%. A lower fraction might indicate poor sequencing quality.,alert_warn_detail,0.65,0.75,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,FALSE,FALSE,Fraction of UMI bases with Q-score >= 30 is low,alert_warn_name,"Fraction of UMI bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
genome_mapped_reads_frac,TRUE,Mapping,Reads Mapped to Genome,,,,,,,,,,percentage,TRUE,FALSE,,,Fraction of reads that mapped to the genome.
genome_conf_mapped_reads_frac,TRUE,Mapping,Reads Mapped Confidently to Genome,,,,,,,,,,percentage,TRUE,FALSE,,,"Fraction of reads that mapped uniquely to the genome. If a gene mapped to exonic loci from a single gene and also to non-exonic loci, it is considered uniquely mapped to one of the exonic loci."
intergenic_conf_mapped_reads_frac,TRUE,Mapping,Reads Mapped Confidently to Intergenic Regions,,,,,,,,,,percentage,TRUE,FALSE,,,Fraction of reads that mapped uniquely to an intergenic region of the genome.
intronic_conf_mapped_reads_frac,TRUE,Mapping,Reads Mapped Confidently to Intronic Regions,,,,,,,,,,percentage,TRUE,FALSE,,,Fraction of reads that mapped uniquely to an intronic region of the genome.
exonic_conf_mapped_reads_frac,TRUE,Mapping,Reads Mapped Confidently to Exonic Regions,,,,,,,,,,percentage,TRUE,FALSE,,,Fraction of reads that mapped uniquely to an exonic region of the genome.
transcriptome_conf_mapped_reads_frac,TRUE,Mapping,Reads Mapped Confidently to Transcriptome,"Ideal > 30%. This can indicate use of the wrong reference transcriptome, a reference transcriptome with overlapping genes, poor library quality, poor sequencing quality, or reads shorter than the recommended minimum. Application performance may be affected.",alert_warn_detail,0.2,0.3,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,TRUE,FALSE,Low Fraction Reads Confidently Mapped To Transcriptome,alert_warn_name,Fraction of reads that mapped to a unique gene in the transcriptome. The read must be consistent with annotated splice junctions. These reads are considered for UMI counting.
antisense_reads_frac,TRUE,Mapping,Reads Mapped Antisense to Gene,Ideal < 10%. This can indicate use of an unsupported chemistry type. Application performance is likely to be affected.,alert_warn_detail,0.3,0.1,alert_warn_detail,alert_warn_detail,acceptable,targeted,lt,percentage,TRUE,TRUE,High Fraction of Reads Mapped Antisense to Genes,alert_warn_name,"Fraction of reads confidently mapped to the transcriptome, but on the opposite strand of their annotated gene. A read is counted as antisense if it has any alignments that are consistent with an exon of a transcript but antisense to it, and has no sense alignments."
filtered_bcs_conf_mapped_barcoded_reads_cum_frac,TRUE,Spot Calling,Fraction Reads in Spots Under Tissue,"Ideal > 50%. Application performance may be affected. Many of the reads were not assigned to tissue covered spots. This could be caused by high levels of ambient RNA resulting from inefficient permeabilization, because the incorrect image was used, or because of poor tissue detection. The latter case can be addressed by using the manual tissue selection option through Loupe. <i>Ignore this alert if you manually selected a subset of the tissue in the capture area, such as a single core punch in a TMA</i>.",alert_warn_detail,0.3,0.5,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,TRUE,FALSE,Low Fraction Gene Expression Reads in Spots,alert_warn_name,"The fraction of valid-barcode, confidently-mapped reads with tissue-associated barcodes."
filtered_bcs_total_unique_genes_detected,TRUE,Spot Calling,Total Genes Detected,,,,,,,,,,int,TRUE,FALSE,,,The number of genes with at least one UMI count in any tissue covered spot.
filtered_bcs,TRUE,Spot Calling,Number of Spots Under Tissue,"Ideal >20. This usually indicates poor tissue detection, poor library quality, or poor sequencing quality. Application performance is likely to be affected.",alert_warn_detail,-1,20,"Ideal > 20. This usually indicates poor tissue detection, poor library quality, or poor sequencing quality. Application performance is likely to be affected.",alert_warn_detail,acceptable,targeted,gt,int,FALSE,FALSE,Unusual Number of Spots Detected,alert_warn_name,The number of barcodes associated with a spot under tissue.
suspect_alignment,FALSE,Imaging,Registration Warning,Inspect the image alignment for possible errors,,,TRUE,alert_warn_detail,,,,is_false,flat,FALSE,FALSE,full_name,full_name,full_name
reorientation_needed,FALSE,Imaging,Reorientation Warning,The image may be rotated or mirrored. Please inspect and re-run with the --reorient-images option if the orientation is incorrect.,,,TRUE,alert_warn_detail,,,,is_false,flat,FALSE,FALSE,full_name,full_name,full_name
# ANTIBODY Cells,,,,,,,,,,,,,,,,,,
ANTIBODY_filtered_bcs_transcriptome_union,TRUE,Spot Calling,Number of Spots Under Tissue,"Ideal >20. This usually indicates poor tissue detection, poor library quality, or poor sequencing quality. Application performance is likely to be affected.",alert_warn_detail,-1,2,"Ideal > 20. This usually indicates poor tissue detection, poor library quality, or poor sequencing quality. Application performance is likely to be affected.",alert_warn_detail,acceptable,targeted,gt,int,FALSE,FALSE,Unusual Number of Spots Detected,alert_warn_name,The number of barcodes associated with a spot under tissue.
ANTIBODY_multi_transcriptome_total_raw_reads_per_filtered_bc,FALSE,Sensitivity,Mean Antibody Reads per Spot,,,,,,,,,,int,FALSE,,,,The total number of sequenced reads divided by the number of barcodes associated with a spot under tissue.
# ANTIBODY sequencing,,,,,,,,,,,,,,,,,,
ANTIBODY_total_read_pairs,TRUE,Feature Barcoding,Antibody Number of Reads,,,,,,,,,,int,FALSE,,,,Total number of Antibody library reads.
ANTIBODY_reads_per_cell,TRUE,Feature Barcoding,Mean Antibody Reads per Spot,,,,,,,,,,int,FALSE,TRUE,,,The total number of sequenced Antibody library reads divided by the number of barcodes associated with a spot under tissue.
ANTIBODY_good_bc_frac,TRUE,Sequencing,Valid Antibody Barcodes,,,,,,,,,,percentage,FALSE,,,,Fraction of Antibody library reads with a barcode found in or corrected to one that is found in the whitelist.
ANTIBODY_good_umi_frac,TRUE,Sequencing,Valid Antibody UMIs,Ideal > 75%. This may indicate a quality issue with the Illumina R1 read for the Visium Chemistry. Application performance may be affected.,alert_warn_detail,0.5,0.75,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,FALSE,FALSE,Low Fraction Valid Antibody UMIs,alert_warn_name,Fraction of Antibody library reads with valid UMIs.
ANTIBODY_multi_cdna_pcr_dupe_reads_frac,TRUE,Sequencing,Antibody Sequencing Saturation,,,,,,,,,,percentage,FALSE,,,,"The fraction of Antibody library reads originating from an already-observed UMI. This is a function of library complexity and sequencing depth. More specifically, this is the fraction of confidently mapped, spot under tissue-associated barcode, valid UMI reads that had a non-unique (spot under tissue-associated barcode, UMI, Antibody feature barcode)."
ANTIBODY_bc_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Antibody Barcode,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antibody library barcode bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
ANTIBODY_read_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Antibody Read,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antibody library read bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
ANTIBODY_read2_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Antibody Read 2,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antibody library read 2 bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
ANTIBODY_umi_bases_with_q30_frac,TRUE,Sequencing,Q30 Bases in Antibody UMI,,,,,,,,,,percentage,FALSE,,,,"Fraction of Antibody library UMI bases with Q-score >= 30, excluding very low quality/no-call (Q <= 2) bases from the denominator."
# Targeted Application,,,,,,,,,,,,,,,,,,
multi_cdna_pcr_dupe_reads_frac_on_target,TRUE,Sequencing,Targeted Sequencing Saturation,,,,,,,,,,percentage,FALSE,,,,"The fraction of targeted reads originating from an already-observed targeted UMI. This is a function of library complexity and sequencing depth. More specifically, this is the fraction of confidently mapped, valid spot-barcode, valid targeted UMI reads that had a non-unique spot-barcode/UMI/gene combination."
total_targeted_reads_per_filtered_bc,TRUE,Sensitivity,Mean Targeted Reads per Spot,,,,,,,,,,int,,,,,"The number of targeted reads, both under and outside of tissue, divided by the number of barcodes associated with a spot under tissue."
median_genes_per_cell_on_target,TRUE,Sensitivity,Median Targeted Genes per Spot,,,,,,,,,,int,FALSE,,,,The median number of targeted genes detected per tissue-associated barcode. Detection is defined as the presence of at least 1 UMI count.
median_umis_per_cell_on_target,TRUE,Spot Calling,Median Targeted UMI Counts per Spot,,,,,,,,,,int,FALSE,,,,The median number of targeted UMI counts per tissue-associated barcode.
frac_conf_transcriptomic_reads_on_target,TRUE,Mapping,Reads Mapped Confidently to the Targeted Transcriptome,"Ideal > 60%. This can indicate use of the wrong target manifest, inefficient targeting, or the usage of baits with high background/off-target rates. Targeted performance may be affected.",alert_warn_detail,0.5,0.6,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,,,Low Fraction Reads Confidently Mapped To Targeted Transcriptome,alert_warn_name,Fraction of Reads Mapped Confidently to the Targeted Transcriptome
frac_conf_transcriptomic_reads_off_target,TRUE,Mapping,Reads Mapped Confidently to the Non-Targeted transcriptome,,,,,,,,,,percentage,,,,,Fraction of reads that mapped to a unique gene in the transcriptome. The read must be consistent with annotated splice junctions. These reads are considered for UMI counting. This fraction is computed separately for targeted and off-target genes.
# ANTIBODY Application,,,,,,,,,,,,,,,,,,
ANTIBODY_recognized_feature_bc_frac,TRUE,Feature Barcoding,Fraction Antibody Reads,,,,,,,,,,percentage,,,,,Fraction of Antibody library reads that contain a recognized antibody barcode.
ANTIBODY_multi_filtered_bcs_median_counts,TRUE,Feature Barcoding,Median Antibody UMIs per Spot,,,,,,,,,,int,,,,,Median UMIs per Spot (summed over all recognized antibody barcodes).
ANTIBODY_frac_feature_reads_usable,TRUE,Feature Barcoding,Fraction Antibody Reads Usable,"Ideal > 65%. Suggests suboptimal sample preparation, low quality tissue, biology that does not present panel epitopes or errors in the feature reference CSV.",alert_warn_detail,0.3,0.65,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,,,Low Fraction of Antibody Reads Usable ,alert_warn_name,"Fraction of Antibody library reads that contain a recognized antibody barcode, a valid UMI, and a spot under tissue-associated barcode."
ANTIBODY_feature_reads_usable_per_cell,TRUE,Feature Barcoding,Antibody Reads Usable per Spot,"Ideal > 65%. Application performance may be affected. Many of the antibody reads were not assigned to tissue covered spots. This could be caused by inefficient permeabilization, because the incorrect image was used, or because of poor tissue detection. The latter case can be addressed by using the manual tissue selection option through Loupe.",alert_warn_detail,0.35,0.65,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,int,,,Low Fraction Antibody Reads Under Tissue,alert_warn_name,"Among Antibody library reads with a recognized antibody barcode, a valid UMI, and a valid barcode, the number associated with a spot under tissue."
ANTIBODY_feature_reads_in_cells,TRUE,Feature Barcoding,Antibody Reads in Spots Under Tissue,,,,,,,,,,percentage,,,,,"Among Antibody library reads with a recognized antibody barcode, a valid UMI, and a valid barcode, the fraction associated with a spot under tissue."
ANTIBODY_unrecognized_feature_bc_frac,TRUE,Feature Barcoding,Fraction Unrecognized Antibody,"Ideal < 65%. Suggests suboptimal sample preparation, low quality tissue, biology that does not present panel epitopes or errors in the feature reference CSV.",alert_warn_detail,0.85,0.65,alert_warn_detail,alert_warn_detail,acceptable,targeted,lt,percentage,,,High fraction unrecognized antibody reads,alert_warn_name,"Among all Antibody library reads, the fraction with an unrecognizable antibody barcode."
ANTIBODY_isotype_nonisotype_r_squared,TRUE,Feature Barcoding,Isotype Non-isotype Antibody Correlation,"Ideal >0.5. High correlation between isotype and non-isotype antibodies indicates that isotype controls are useful for normalizing antibody counts. Correlation below this level suggests that the antibody counts in the raw feature barcode matrix should be used instead of the normalized antibody counts in the filtered feature barcode matrix.",alert_warn_detail,0.4,0.5,"Ideal >0.5. High correlation between isotype and non-isotype antibodies indicates that isotype controls are useful for normalizing antibody counts. Correlation below this level suggests that the antibody counts in the raw feature barcode matrix should be used instead of the normalized antibody counts in the filtered feature barcode matrix.",alert_warn_detail,acceptable,targeted,gt,int,FALSE,FALSE,Low Correlation Between Isotype and Non-Isotype Antibodies,alert_warn_name,"Isotype vs. non-isotype correlation"
# Aggregation,,,,,,,,,,,,,,,,,,
ANTIBODY_isotype_normalized,FALSE,Feature Barcoding,Isotype Normalization,,,,,,,,,,flat,FALSE,FALSE,,alert_warn_name,"Flag if <a href='https://10xgen.com/spaceranger-antibody-algo' target='_blank' title='Antibody Algorithms' rel='noopener noreferrer'>isotype normalization</a> was used (Default True)"
pre_normalization_total_reads,TRUE,Aggregation,Pre-Normalization Total Number of Reads,,,,,,,,,,int,,,,,Total number of read pairs that were assigned to these libraries in demultiplexing.
post_normalization_total_reads,TRUE,Aggregation,Post-Normalization Total Number of Reads,,,,,,,,,,int,,,,,Number of read pairs after normalizing for depth among multiple libraries.
frac_reads_kept,TRUE,Aggregation,Fraction of Reads Kept,,,,,,,,,,percentage,TRUE,,,,"The fraction of reads kept for this input sample, after normalizing depth across samples to reduce batch effects."
pre_normalization_raw_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Total Reads per Spot,,,,,,,,,,int,TRUE,,,,"The mean number of total sequencing reads per spot in this input sample, prior to depth normalization."
pre_normalization_cmb_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Confidently Mapped Barcoded Reads per Spot,,,,,,,,,,int,TRUE,,,,"The mean number of confidently-mapped, valid-barcode reads per spot in this input sample, prior to depth normalization."
lowest_frac_reads_kept,TRUE,Aggregation,Fraction of Reads Kept,Ideal > 50%. There may be large differences in sequencing depth across the input libraries. Application performance may be affected.,alert_warn_detail,0.25,0.5,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,FALSE,,Low Post-Normalization Read Depth,alert_warn_name,"The fraction of reads kept for this input sample, after normalizing depth across samples to reduce batch effects."
pre_normalization_multi_transcriptome_total_raw_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Mean Reads per Spot,,,,,,,,,,int,,,,,The total number of sequenced reads divided by the number of barcodes associated with a tissue-covered spot.
post_normalization_multi_transcriptome_total_raw_reads_per_filtered_bc,TRUE,Aggregation,Post-Normalization Mean Reads per Spot,,,,,,,,,,int,,,,,The total number of (depth-normalized) reads divided by the number of barcodes associated with a tissue-covered spot.
CRISPR_frac_reads_kept,TRUE,Aggregation,Fraction of Reads Kept,,,,,,,,,,percentage,TRUE,,,,"The fraction of reads kept for this input sample, after normalizing depth across samples to reduce batch effects."
CRISPR_pre_normalization_raw_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Total Reads per Spot,,,,,,,,,,int,TRUE,,,,"The mean number of total sequencing reads per spot in this input sample, prior to depth normalization."
CRISPR_pre_normalization_cmb_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Confidently Mapped Barcoded Reads per Spot,,,,,,,,,,int,TRUE,,,,"The mean number of confidently-mapped, valid-barcode reads per spot in this input sample, prior to depth normalization."
ANTIBODY_frac_reads_kept,TRUE,Aggregation,Fraction of Reads Kept,,,,,,,,,,percentage,TRUE,,,,"The fraction of reads kept for this input sample, after normalizing depth across samples to reduce batch effects."
ANTIBODY_pre_normalization_raw_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Total Reads per Spot,,,,,,,,,,int,TRUE,,,,"The mean number of total sequencing reads per spot in this input sample, prior to depth normalization."
ANTIBODY_pre_normalization_cmb_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Confidently Mapped Barcoded Reads per Spot,,,,,,,,,,int,TRUE,,,,"The mean number of confidently-mapped, valid-barcode reads per spot in this input sample, prior to depth normalization."
Custom_frac_reads_kept,TRUE,Aggregation,Fraction of Reads Kept,,,,,,,,,,percentage,TRUE,,,,"The fraction of reads kept for this input sample, after normalizing depth across samples to reduce batch effects."
Custom_pre_normalization_raw_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Total Reads per Spot,,,,,,,,,,int,TRUE,,,,"The mean number of total sequencing reads per spot in this input sample, prior to depth normalization."
Custom_pre_normalization_cmb_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Confidently Mapped Barcoded Reads per Spot,,,,,,,,,,int,TRUE,,,,"The mean number of confidently-mapped, valid-barcode reads per spot in this input sample, prior to depth normalization."
# Batch Normalization,,,,,,,,,,,,,,,,,,
batch_effect_score_before_correction,FALSE,Batch Correction,Batch Effect Score before Correction,,,,,,,,,,float,,,,,"Before chemistry batch correction, the average fraction of 100 nearest neighbors belonging to the same batch, normalized by the expected value without batch effect."
raw_rpc_50000_subsampled_duplication_frac,FALSE,Amplification,cDNA PCR Duplication (50k raw reads per spot),,,,,,,,,,,,,,,
raw_rpc_50000_subsampled_filtered_bcs_median_counts,FALSE,Sensitivity,Median UMI counts per spot (50k raw reads per spot),,,,,,,,,,int,TRUE,,,,The median number of UMI detected per spot under tissue at 50k raw reads per spot
raw_rpc_50000_subsampled_filtered_bcs_median_unique_genes_detected,FALSE,Sensitivity,Median genes per spot (50k raw reads per spot),,,,,,,,,,int,TRUE,,,,The median number of genes detected per spot under tissue at 50k raw reads per spot
raw_rpc_20000_subsampled_duplication_frac,FALSE,Amplification,cDNA PCR Duplication (20k raw reads per spot),,,,,,,,,,,,,,,
raw_rpc_20000_subsampled_filtered_bcs_median_counts,FALSE,Sensitivity,Median UMI counts per spot (20k raw reads per spot),,,,,,,,,,int,TRUE,,,,The median number of UMI detected per spot under tissue at 20k raw reads per spot
raw_rpc_20000_subsampled_filtered_bcs_median_unique_genes_detected,FALSE,Sensitivity,Median genes per spot (20k raw reads per spot),,,,,,,,,,int,TRUE,,,,The median number of genes detected per spot under tissue at 20k raw reads per spot
raw_rpc_5000_subsampled_duplication_frac,FALSE,Amplification,cDNA PCR Duplication (5k raw reads per spot),,,,,,,,,,,,,,,
raw_rpc_5000_subsampled_filtered_bcs_median_counts,FALSE,Sensitivity,Median UMI counts per spot (5k raw reads per spot),,,,,,,,,,int,TRUE,,,,The median number of UMI detected per spot under tissue at 5k raw reads per spot
raw_rpc_5000_subsampled_filtered_bcs_median_unique_genes_detected,FALSE,Sensitivity,Median genes per spot (5k raw reads per spot),,,,,,,,,,int,TRUE,,,,The median number of genes detected per spot under tissue at 5k raw reads per spot
raw_rpc_30000_subsampled_duplication_frac,FALSE,Amplification,cDNA PCR Duplication (30k raw reads per spot),,,,,,,,,,,,,,,
raw_rpc_30000_subsampled_filtered_bcs_median_counts,FALSE,Sensitivity,Median UMI counts per spot (30k raw reads per spot),,,,,,,,,,int,TRUE,,,,The median number of UMI detected per spot under tissue at 20k raw reads per spot
raw_rpc_30000_subsampled_filtered_bcs_median_unique_genes_detected,FALSE,Sensitivity,Median genes per spot (30k raw reads per spot),,,,,,,,,,int,TRUE,,,,The median number of genes detected per spot under tissue at 20k raw reads per spot
raw_rpc_10000_subsampled_duplication_frac,FALSE,Amplification,cDNA PCR Duplication (10k raw reads per spot),,,,,,,,,,,,,,,
raw_rpc_10000_subsampled_filtered_bcs_median_counts,FALSE,Sensitivity,Median UMI counts per spot (10k raw reads per spot),,,,,,,,,,int,TRUE,,,,The median number of UMI detected per spot under tissue at 20k raw reads per spot
raw_rpc_10000_subsampled_filtered_bcs_median_unique_genes_detected,FALSE,Sensitivity,Median genes per spot (10k raw reads per spot),,,,,,,,,,int,TRUE,,,,The median number of genes detected per spot under tissue at 20k raw reads per spot
num_genes_detected_on_target,TRUE,Targeting,Total Targeted Genes Detected,,,,,,,,,,int,,,,,The number of targeted genes with at least one UMI count in any tissue covered spot.
multi_frac_conf_transcriptomic_reads_on_target,FALSE,Mapping,Reads Mapped Confidently to the Transcriptome,"Ideal > 30%. This can indicate use of a small panel with low aggregate expression, use of the wrong target panel, or inefficient targeting. Targeted performance may be affected.",alert_warn_detail,0.2,0.3,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,,,Low Fraction Reads Confidently Mapped To Targeted Transcriptome,alert_warn_name,Fraction of reads that mapped to a unique targeted gene in the transcriptome. The read must be consistent with annotated splice junctions. These reads are considered for UMI counting.
multi_transcriptome_targeted_conf_mapped_reads_frac,TRUE,Mapping,Reads Mapped Confidently to the Targeted Transcriptome,"Ideal > 30%. This can indicate use of a small panel with low aggregate expression, use of the wrong target panel, or inefficient targeting. Targeted performance may be affected.",alert_warn_detail,0.2,0.3,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,,,Low Fraction Reads Confidently Mapped To Targeted Transcriptome,alert_warn_name,Fraction of reads that mapped to a unique targeted gene in the transcriptome. The read must be consistent with annotated splice junctions. These reads are considered for UMI counting.
multi_frac_conf_transcriptomic_reads_off_target,TRUE,Mapping,Reads Mapped Confidently to the Non-targeted Transcriptome,,,,,,,,,,percentage,,,,,Fraction of reads that mapped to a unique gene in the transcriptome. The read must be consistent with annotated splice junctions. These reads are considered for UMI counting. This fraction is computed separately for targeted and non-targeted gene categories.
filtered_target_umi_reads_frac,TRUE,Targeting,Fraction of Reads Removed by UMI Filtering,,,,,,,,,,float,,,,,Fraction of all reads confidently mapped to the targeted transcriptome and subsequently removed by targeted UMI filtering.
filtered_target_umi_count_threshold,TRUE,Targeting,Reads per UMI threshold for UMI filtering,,,,,,,,,,int,,,,,Minimum number of reads per UMI required to pass UMI filtering. UMIs in targeted genes with read support (strictly) lower than this threshold are filtered out. UMI filtering is not applied to non-targeted genes.
# Targeting metrics used in the CSV not in the Websummary,,,,,,,,,,,,,,,,,,
spatial_num_genes_on_target,TRUE,Targeting,Number of Targeted Genes,,,,,,,,,,int,,,,,Number of genes per category. The number of targeted genes is specified via the target panel file. The number of non-targeted genes is the difference between the total number of genes in the reference and the number of targeted genes.
num_genes_off_target,TRUE,Targeting,Number of Non-Targeted Genes,,,,,,,,,,int,,,,,Number of genes per category. The number of targeted genes is specified via the target panel file. The number of non-targeted genes is the difference between the total number of genes in the reference and the number of targeted genes.
num_genes_quantifiable_on_target,TRUE,Targeting,Number of Targeted Genes >= 10 UMIs,,,,,,,,,,int,,,,,Number of genes with at least 10 filtered UMIs from tissue-associated barcodes. These genes are used to calculate per-gene enrichments.
num_genes_quantifiable_off_target,TRUE,Targeting,Number of Non-Targeted Genes >= 10 UMIs,,,,,,,,,,int,,,,,Number of genes with at least 10 filtered UMIs from tissue-associated barcodes. These genes are used to calculate per-gene enrichments.
num_rpu_enriched_genes_on_target,TRUE,Targeting,Number of Enriched Targeted Genes,,,,,,,,,,int,,,,,"Number of enriched genes per category. Genes are classified with a two-class Gaussian mixture model into two groups based on the mean reads per UMI value for each gene. Enriched genes have higher mean reads per UMI values, indicating their over-representation in the targeted library."
num_rpu_enriched_genes_off_target,TRUE,Targeting,Number of Enriched Non-Targeted Genes,,,,,,,,,,int,,,,,"Number of enriched genes per category. Genes are classified with a two-class Gaussian mixture model into two groups based on the mean reads per UMI value for each gene. Enriched genes have higher mean reads per UMI values, indicating their over-representation in the targeted library."
